ID,Categoria,Nivel,Pregunta,Respuesta_Esperada,Respuesta_Obtenida,Fuentes,Num_Fuentes,No_Tiene_Info,Exactitud,Cobertura,Claridad,Citas,Alucinacion,Seguridad,Score_R,Timestamp
Q011,conceptos_basicos,basico,"¿Qué se entiende por inteligencia artificial en el contexto computacional?","Es el campo de estudio que busca crear sistemas capaces de realizar tareas que normalmente requieren inteligencia humana. Incluye técnicas para percibir, razonar, aprender y tomar decisiones basadas en datos.","En el contexto computacional, la inteligencia artificial (IA) se refiere a la capacidad de las máquinas o sistemas informáticos para realizar tareas que normalmente requieren inteligencia humana. La IA implica el desarrollo de algoritmos y modelos que permiten a las máquinas aprender de los datos, adaptarse a nuevas situaciones y realizar decisiones o acciones de manera autónoma.  La IA se basa en la simulación de procesos cognitivos humanos, como el razonamiento, el aprendizaje, la percepción, ","",0,true,0.679,0.767,0.85,0,0.5,1,0.418,2025-12-03T02:22:44.635Z
Q012,historia,intermedio,"¿Cuál fue el impacto de la Conferencia de Dartmouth en el desarrollo de la IA?","La Conferencia de Dartmouth de 1956 marcó el inicio formal de la IA como disciplina académica. Reunió a investigadores clave y estableció una agenda para explorar máquinas capaces de simular la inteligencia humana.","La Conferencia de Dartmouth, celebrada en 1956, es considerada como el punto de partida del campo de la Inteligencia Artificial (IA). El impacto de esta conferencia fue significativo en el desarrollo y la consolidación de la IA como disciplina académica y de investigación. En la conferencia, se sentaron las bases teóricas y conceptuales de la IA, se establecieron objetivos y se delinearon posibles enfoques para la creación de programas de computadora que pudieran simular la inteligencia humana. ","Documento sobre historia de la IA",1,false,0.778,1,1,1,0,1,0.772,2025-12-03T02:22:44.636Z
Q013,ml_clasico,intermedio,"¿En qué consiste la regresión logística y para qué tipo de problemas se utiliza?","La regresión logística es un modelo estadístico que estima la probabilidad de pertenencia a una clase binaria usando una función sigmoide. Se emplea ampliamente en tareas de clasificación como detección de spam o diagnóstico médico.","La regresión logística es un algoritmo de aprendizaje supervisado utilizado para la clasificación de datos. A pesar de su nombre, la regresión logística se utiliza para problemas de clasificación, no de regresión. Su objetivo es predecir la probabilidad de que una observación pertenezca a una determinada categoría o clase.  En la regresión logística, se aplica una función logística a una combinación lineal de las variables de entrada. Esta función logística transforma la salida a un valor entre ","",0,true,0.639,1,0.85,0,0.5,1,0.451,2025-12-03T02:22:44.636Z
Q014,deep_learning_llms,intermedio,"¿Qué ventaja principal introdujo la arquitectura Transformer en comparación con las redes recurrentes?","Los Transformers permiten procesar secuencias completas en paralelo mediante mecanismos de atención, eliminando la dependencia estricta del orden secuencial. Esto mejora la eficiencia computacional y capta mejor relaciones de largo alcance.","La arquitectura Transformer introdujo una ventaja principal significativa en comparación con las redes recurrentes, y es la capacidad de procesar secuencias de datos de manera más eficiente y paralela. Mientras que las redes recurrentes procesan la información de manera secuencial, lo que puede llevar a problemas con la dependencia a largo plazo y al aumento del tiempo de entrenamiento, los Transformers utilizan mecanismos de atención para procesar todas las posiciones de la secuencia de entrada","doc_004_AI_Cognitive_Models.pdf",1,false,0.668,1,1,1,0,1,0.734,2025-12-03T02:22:44.636Z
Q015,etica_regulacion,avanzado,"¿Por qué el sesgo algorítmico es un riesgo crítico en sistemas de IA utilizados para decisiones públicas?","El sesgo algorítmico puede amplificar desigualdades existentes cuando se usan datos históricos no representativos o discriminatorios. En decisiones públicas, esto afecta la equidad y puede vulnerar derechos fundamentales.","El sesgo algorítmico es un riesgo crítico en sistemas de IA utilizados para decisiones públicas debido a su capacidad para perpetuar y amplificar sesgos existentes en los datos utilizados para entrenar los modelos. Este sesgo puede llevar a decisiones discriminatorias y perjudiciales para ciertos grupos de la población, lo que socava la equidad y la justicia en las decisiones públicas.   Por ejemplo, si un sistema de IA utilizado para la concesión de préstamos se entrena con datos históricos que","",0,true,0.895,1,0.65,0,0.5,1,0.511,2025-12-03T02:22:44.636Z
Q016,aplicaciones,basico,"¿Cómo se utiliza la IA en los sistemas de recomendación?","Estos sistemas analizan patrones de comportamiento y preferencias del usuario para sugerir contenidos relevantes. Emplean técnicas de filtrado colaborativo y modelos predictivos para mejorar la personalización.","Los sistemas de recomendación son una aplicación común de la Inteligencia Artificial (IA) que utiliza algoritmos para predecir y sugerir elementos de interés para los usuarios. La IA se utiliza en los sistemas de recomendación para analizar grandes cantidades de datos y proporcionar recomendaciones personalizadas a los usuarios.   En primer lugar, la IA en los sistemas de recomendación recopila datos sobre las preferencias, comportamientos y patrones de los usuarios. Estos datos pueden incluir h","Documento sobre sistemas de recomendación en IA",1,false,0.65,1,0.9,1,0,1,0.712,2025-12-03T02:22:44.637Z
Q017,conceptos_basicos,intermedio,"¿Qué diferencia al aprendizaje supervisado del no supervisado?","El aprendizaje supervisado utiliza datos etiquetados para entrenar modelos que predicen valores o clases específicas. El no supervisado busca patrones o estructuras ocultas en datos sin etiquetar, como agrupamientos.","El aprendizaje supervisado y el aprendizaje no supervisado son dos enfoques fundamentales en el campo del machine learning que se utilizan para entrenar modelos y extraer información de los datos, pero difieren en la forma en que se lleva a cabo el proceso de aprendizaje.  En el aprendizaje supervisado, los datos de entrenamiento están etiquetados, es decir, cada ejemplo de entrada tiene una etiqueta que indica la salida deseada. El objetivo es que el modelo aprenda a mapear las entradas a las s","Introducción al Machine Learning - Universidad de Caldas",1,false,0.853,0.65,1,1,0,1,0.728,2025-12-03T02:22:44.637Z
Q018,ml_clasico,avanzado,"¿Qué papel juega el margen en los modelos SVM y por qué es relevante?","El margen es la distancia entre el hiperplano de separación y los puntos más cercanos de cada clase. Maximizarlo mejora la capacidad de generalización y reduce la sensibilidad al ruido del modelo.","En los modelos de Máquinas de Vectores de Soporte (SVM), el margen se refiere a la distancia entre el hiperplano de separación y los puntos de datos más cercanos de cada clase. El objetivo principal de SVM es encontrar el hiperplano que maximice este margen, lo que se conoce como el margen máximo. Este margen es crucial en los modelos SVM por varias razones.  El margen máximo en SVM ayuda a mejorar la capacidad de generalización del modelo al reducir el riesgo de sobreajuste. Al maximizar la dis","",0,true,0.925,1,0.9,0.3,0.5,1,0.619,2025-12-03T02:22:44.637Z
Q019,deep_learning_llms,avanzado,"¿Por qué los modelos de lenguaje a gran escala pueden presentar alucinaciones en sus respuestas?","Estas alucinaciones surgen cuando el modelo genera información plausible pero incorrecta debido a patrones estadísticos aprendidos sin comprensión semántica real. También se relacionan con datos incompletos, sesgos y la naturaleza probabilística de la generación.","Los modelos de lenguaje a gran escala, como los basados en redes neuronales, pueden presentar alucinaciones en sus respuestas debido a la complejidad y la naturaleza probabilística de su funcionamiento. Estos modelos aprenden patrones lingüísticos a partir de grandes cantidades de datos textuales, lo que les permite generar respuestas coherentes en muchos casos. Sin embargo, debido a la enorme cantidad de parámetros y la complejidad de las interacciones entre ellos, los modelos pueden generar re","",0,true,0.693,1,0.85,0,0.5,1,0.47,2025-12-03T02:22:44.637Z
Q020,aplicaciones,intermedio,"¿Cómo puede la IA apoyar el diagnóstico médico asistido?","Los modelos de IA analizan imágenes, registros clínicos y patrones de síntomas para ayudar a identificar posibles enfermedades. Funcionan como herramientas de apoyo que aumentan la precisión y rapidez del diagnóstico, pero no sustituyen el criterio clínico.","La Inteligencia Artificial (IA) puede apoyar el diagnóstico médico asistido de diversas maneras. Una de las aplicaciones más destacadas es en el campo de la imagen médica, donde la IA puede analizar imágenes de resonancia magnética (MRI) y tomografía por emisión de positrones (PET) para ayudar en el diagnóstico de enfermedades como el Alzheimer. Los sistemas de apoyo a la decisión basados en IA pueden aprender de estas imágenes para mejorar el rendimiento diagnóstico, reducir errores médicos y b","",0,true,0.771,0.767,0.85,0,0.5,1,0.451,2025-12-03T02:22:44.637Z
Q021,conceptos_basicos,basico,"¿Qué es un agente inteligente en IA?","Es una entidad que percibe su entorno mediante sensores y actúa sobre él mediante actuadores. Su objetivo es seleccionar acciones que maximicen su desempeño según una medida definida.","Un agente inteligente en Inteligencia Artificial (IA) es un sistema computacional que percibe su entorno y actúa de manera autónoma para lograr objetivos específicos. Estos agentes pueden ser programas de software, robots físicos o cualquier otro dispositivo que interactúe con su entorno para llevar a cabo tareas de manera inteligente. Un agente inteligente está diseñado para tomar decisiones basadas en la información que recibe del entorno y en función de sus objetivos predefinidos.  Existen di","",0,true,0.568,1,1,0.3,0.5,1,0.509,2025-12-03T02:22:44.637Z
Q022,historia,intermedio,"¿Qué aportó Alan Turing al desarrollo de la inteligencia artificial?","Turing propuso el modelo computacional que fundamenta el concepto de algoritmo y la idea de una máquina universal. También formuló la Prueba de Turing como criterio para evaluar el comportamiento inteligente en máquinas.","Alan Turing realizó importantes contribuciones al desarrollo de la inteligencia artificial. Una de sus contribuciones más destacadas fue la creación de lo que se conoce como la ""Prueba de Turing"", también conocida como la ""Prueba de Turing de la Inteligencia"". Esta prueba propuesta por Turing en 1950 consiste en evaluar la capacidad de una máquina para exhibir un comportamiento inteligente equivalente o indistinguible del de un ser humano. La idea detrás de esta prueba es determinar si una m",""Alan Turing's Legacy: Artificial Intelligence", www.turing.org.uk",1,false,0.567,1,0.8,1,0,1,0.668,2025-12-03T02:22:44.637Z
Q023,ml_clasico,basico,"¿Qué es un árbol de decisión y para qué se utiliza?","Es un modelo que divide iterativamente el espacio de datos mediante reglas simples para realizar clasificación o regresión. Su estructura jerárquica facilita la interpretación y el análisis de decisiones.","Un árbol de decisión es un modelo de aprendizaje supervisado en el campo de la inteligencia artificial y el machine learning. Se utiliza para tomar decisiones basadas en múltiples condiciones o características. Este modelo se representa de manera jerárquica en forma de árbol, donde cada nodo interno representa una característica o atributo, cada rama representa una decisión basada en esa característica, y cada hoja representa el resultado de la decisión.  Los árboles de decisión son ampliamente ","",0,true,0.615,1,0.85,0,0.5,1,0.443,2025-12-03T02:22:44.637Z
Q024,deep_learning_llms,intermedio,"¿Qué papel cumplen las funciones de activación en una red neuronal profunda?","Permiten introducir no linealidad en las capas, lo que habilita a la red para aprender representaciones complejas. Activaciones como ReLU o tanh ayudan a controlar gradientes y mejorar la estabilidad del entrenamiento.","Las funciones de activación desempeñan un papel fundamental en una red neuronal profunda al introducir no linealidades en el modelo, permitiendo a la red aprender y modelar relaciones complejas en los datos. Estas funciones son aplicadas a la salida de cada neurona en una capa de la red y ayudan a determinar si una neurona debe activarse o no en función de la entrada recibida.  En una red neuronal profunda, las funciones de activación son esenciales para permitir que el modelo aprenda de manera ","Documento de investigación sobre redes neuronales profundas",1,false,0.813,1,1,1,0,1,0.785,2025-12-03T02:22:44.637Z
Q025,etica_regulacion,intermedio,"¿Por qué es importante la transparencia en los sistemas de IA?","La transparencia facilita comprender cómo un sistema llega a sus decisiones, lo que mejora la confianza y la rendición de cuentas. Además, permite detectar errores, sesgos y riesgos de impacto social.","La transparencia en los sistemas de Inteligencia Artificial (IA) es fundamental por varias razones. En primer lugar, la transparencia promueve la confianza en los sistemas de IA al permitir que los usuarios comprendan cómo funcionan y por qué toman ciertas decisiones. Esto es crucial, especialmente en aplicaciones críticas como la salud, la justicia o la seguridad, donde es necesario entender el razonamiento detrás de las recomendaciones o acciones de la IA.  Además, la transparencia en los sist",""The importance of transparency in AI" - AI Ethics Lab",1,false,0.567,1,0.9,1,0,0,0.733,2025-12-03T02:22:44.638Z
Q026,aplicaciones,avanzado,"¿Cómo puede la IA optimizar procesos en cadenas de suministro?","Modelos predictivos anticipan demanda, ajustan inventarios y mejoran decisiones logísticas en tiempo real. Esto reduce costos, incrementa eficiencia y permite adaptarse rápidamente a condiciones cambiantes.","La Inteligencia Artificial (IA) puede optimizar procesos en cadenas de suministro de diversas formas. Una de las aplicaciones más comunes es a través de la predicción y la optimización de la demanda. Mediante algoritmos de machine learning, la IA puede analizar datos históricos de ventas, tendencias del mercado, factores estacionales y otros datos relevantes para predecir de manera más precisa la demanda de productos. Esta predicción más precisa ayuda a las empresas a gestionar de manera eficien",""AI in Supply Chain Management: Enhancing Efficiency and Reducing Costs"",1,false,0.789,1,1,1,0,1,0.776,2025-12-03T02:22:44.638Z
Q027,conceptos_basicos,intermedio,"¿Qué es el espacio de búsqueda en un problema de IA?","Es el conjunto de todos los estados posibles que puede adoptar un sistema al intentar resolver una tarea. Definir y explorar eficazmente este espacio es esencial para algoritmos como búsqueda heurística.","El espacio de búsqueda en un problema de Inteligencia Artificial se refiere al conjunto de todos los posibles estados y acciones que un agente puede explorar para encontrar una solución. En términos simples, representa todas las posibles combinaciones de decisiones que pueden llevar a la resolución de un problema.  Por ejemplo, en el caso de un algoritmo de búsqueda en un juego de ajedrez, el espacio de búsqueda sería el conjunto de todas las posibles jugadas que un jugador puede realizar a part","",0,true,0.672,1,0.75,0,0.5,1,0.448,2025-12-03T02:22:44.638Z
Q028,historia,avanzado,"¿Cuál fue la relevancia del perceptrón en los primeros desarrollos del aprendizaje automático?","El perceptrón introdujo un modelo formal para el aprendizaje lineal y despertó un gran entusiasmo inicial por las redes neuronales. Sin embargo, sus limitaciones teóricas llevaron a un estancamiento temporal, que más tarde se superó con técnicas de entrenamiento profundo.","El perceptrón fue fundamental en los primeros desarrollos del aprendizaje automático debido a su importancia en la historia de las redes neuronales y su contribución al campo de la inteligencia artificial. El perceptrón, propuesto por Frank Rosenblatt en 1957, es un algoritmo de aprendizaje supervisado para clasificación binaria que simula el funcionamiento de una neurona en el cerebro humano.   En ese momento, el perceptrón fue considerado un avance significativo en el campo del aprendizaje aut",""Deep Learning" - Goodfellow et al.",1,false,0.577,0.767,0.9,1,0,1,0.64,2025-12-03T02:22:44.639Z
Q029,ml_clasico,intermedio,"¿Para qué se utiliza el algoritmo k-means y cómo funciona a nivel general?","k-means agrupa datos en k clústeres asignando cada punto al centro más cercano y ajustando estos centros iterativamente. Es un método eficiente para revelar estructuras internas en datos no etiquetados.","El algoritmo K-means es una técnica de clustering utilizada en aprendizaje no supervisado para agrupar datos en k grupos distintos. Su objetivo principal es dividir un conjunto de datos en clusters de manera que los puntos dentro de un mismo cluster sean similares entre sí y diferentes de los puntos en otros clusters.  El funcionamiento del algoritmo K-means a nivel general se puede describir en los siguientes pasos: 1. **Inicialización**: Se seleccionan aleatoriamente k centroides iniciales que","",0,true,0.447,1,0.85,0,0.5,1,0.384,2025-12-03T02:22:44.639Z
Q030,deep_learning_llms,avanzado,"¿Qué son los embeddings y por qué son esenciales en el procesamiento del lenguaje natural?","Los embeddings representan palabras o tokens como vectores densos que capturan relaciones semánticas y sintácticas. Permiten a los modelos operar en un espacio continuo donde similitudes lingüísticas pueden aprenderse y explotarse.","Los embeddings en el procesamiento del lenguaje natural son representaciones numéricas de palabras o frases que capturan el significado semántico y la relación entre ellas. Estas representaciones vectoriales permiten a los modelos de procesamiento del lenguaje natural entender el significado de las palabras en un contexto determinado. Los embeddings son esenciales en NLP por varias razones:  En primer lugar, los embeddings ayudan a superar la dimensionalidad y la dispersión de los datos en el pr","Documento sobre Procesamiento del Lenguaje Natural en la Universidad de Caldas",1,false,0.529,1,1,1,0,1,0.685,2025-12-03T02:22:44.639Z
Q031,conceptos_basicos,basico,"¿Qué es un sistema experto en inteligencia artificial?","Es un programa diseñado para imitar la toma de decisiones de un especialista humano en un dominio específico. Utiliza una base de conocimientos y un motor de inferencia para resolver problemas complejos.","Un sistema experto en inteligencia artificial es un tipo de sistema informático diseñado para imitar la capacidad de toma de decisiones de un experto humano en un dominio específico. Estos sistemas utilizan reglas lógicas y bases de conocimiento para resolver problemas complejos y brindar recomendaciones o soluciones.   Los sistemas expertos están compuestos por un motor de inferencia, una base de conocimiento y un mecanismo de adquisición de conocimiento. El motor de inferencia es responsable d","Universidad de Caldas - Departamento de Ingeniería de Sistemas y Computación",1,false,0.72,1,0.9,1,0,1,0.737,2025-12-03T02:22:44.639Z
Q032,historia,intermedio,"¿Qué ocurrió durante el primer 'invierno de la IA'?","El primer invierno de la IA fue un periodo de recortes de financiamiento y desinterés debido a expectativas no cumplidas. Las limitaciones técnicas y el escepticismo frenaron el avance del campo durante varios años.","Durante el primer 'invierno de la IA', hubo un interés significativo en la comunidad de la robótica y la planificación en el desarrollo de algoritmos que pudieran generar comportamientos de agentes interpretables para los humanos. Este interés se centraba en la generación de comportamientos de agentes inteligentes que fueran comprensibles para los observadores humanos a lo largo de la vida de un agente inteligente. La noción de interpretabilidad se refiere a la capacidad de los humanos para ente","",0,true,0.244,1,0.85,0,0.5,1,0.313,2025-12-03T02:22:44.639Z
Q033,ml_clasico,intermedio,"¿Qué es la validación cruzada y por qué se utiliza?","Es una técnica que divide los datos en subconjuntos para entrenar y evaluar un modelo múltiples veces. Permite estimar su desempeño general y reducir el riesgo de sobreajuste.","La validación cruzada es una técnica utilizada en machine learning para evaluar el rendimiento de un modelo predictivo. Consiste en dividir el conjunto de datos en subconjuntos más pequeños, llamados ""folds"", y realizar múltiples iteraciones de entrenamiento y evaluación del modelo en diferentes combinaciones de estos subconjuntos.   Durante cada iteración, un fold se utiliza como conjunto de prueba para evaluar el modelo entrenado con los otros folds como conjunto de entrenamiento. Este proce","",0,true,0.825,1,0.75,0,0.5,1,0.501,2025-12-03T02:22:44.639Z
Q034,deep_learning_llms,intermedio,"¿Cuál es la función del mecanismo de atención en una red neuronal?","El mecanismo de atención permite ponderar la relevancia de distintas partes de una entrada al generar una salida. Esto mejora la capacidad del modelo para capturar dependencias complejas y relaciones a largo plazo.","El mecanismo de atención en una red neuronal es una técnica que permite que la red se enfoque en partes específicas de la entrada durante el proceso de aprendizaje o inferencia. En lugar de procesar toda la entrada de manera uniforme, la atención permite asignar diferentes pesos o niveles de importancia a diferentes partes de los datos de entrada. Esto mejora la capacidad de la red para capturar relaciones complejas y realizar tareas como la traducción automática, la generación de texto y la cla","doc_004_AI_Cognitive_Models.pdf",1,false,0.595,1,1,1,0,1,0.708,2025-12-03T02:22:44.640Z
Q035,etica_regulacion,avanzado,"¿Qué desafíos presenta la responsabilidad legal en sistemas autónomos?","Los sistemas autónomos complican la atribución de responsabilidad cuando ocurren fallos o daños, ya que intervienen múltiples actores. Esto exige marcos regulatorios claros que definan obligaciones y niveles de supervisión.","La responsabilidad legal en sistemas autónomos presenta varios desafíos debido a la complejidad de determinar quién es responsable en caso de daños o errores causados por estas tecnologías. Uno de los principales desafíos es la atribución de responsabilidad, ya que en sistemas autónomos la toma de decisiones puede ser descentralizada y no siempre es posible identificar claramente quién o qué causó el problema. Además, la falta de claridad en la legislación actual sobre cómo responsabilizar a los","Responsible AI: Challenges and Recommendations",1,false,0.42,1,0.9,1,0,1,0.632,2025-12-03T02:22:44.640Z
Q036,aplicaciones,basico,"¿Cómo se aplica la IA en el análisis de imágenes médicas?","La IA detecta patrones en imágenes como radiografías o resonancias para identificar posibles anomalías. Esto ayuda a apoyar diagnósticos tempranos y aumentar la precisión clínica.","La Inteligencia Artificial (IA) se utiliza de diversas formas en el análisis de imágenes médicas para mejorar la precisión, velocidad y eficiencia en el diagnóstico y tratamiento de enfermedades. Una de las aplicaciones más comunes es el uso de algoritmos de aprendizaje profundo, como las redes neuronales convolucionales, para interpretar y analizar imágenes médicas, como radiografías, resonancias magnéticas, tomografías computarizadas, entre otras.  Estos algoritmos pueden identificar patrones ","Documento sobre aplicaciones de IA en imágenes médicas",1,false,0.743,1,0.9,1,0,1,0.745,2025-12-03T02:22:44.640Z
Q037,conceptos_basicos,intermedio,"¿Qué diferencia existe entre un problema determinista y uno estocástico en IA?","En un problema determinista las acciones producen resultados predecibles, mientras que en uno estocástico existe incertidumbre en los efectos de las acciones. Esta diferencia condiciona los métodos de planificación y toma de decisiones.","En el campo de la Inteligencia Artificial (IA), la diferencia fundamental entre un problema determinista y uno estocástico radica en la naturaleza de la incertidumbre presente en el proceso de toma de decisiones.  Un problema determinista en IA es aquel en el que todas las acciones y sus consecuencias están completamente definidas y predecibles. En este tipo de problemas, dada una entrada específica, el resultado siempre será el mismo, sin variabilidad. Por ejemplo, en un juego de ajedrez con re","",0,true,0.732,1,1,0.3,0.7,1,0.546,2025-12-03T02:22:44.640Z
Q038,historia,basico,"¿Quién fue John McCarthy y por qué es importante para la IA?","John McCarthy fue uno de los fundadores de la IA y acuñó el término en 1956. También desarrolló el lenguaje LISP, fundamental para los primeros sistemas de investigación en IA.","John McCarthy fue un destacado científico de la computación y matemático estadounidense, conocido por ser uno de los padres fundadores de la inteligencia artificial. Nacido en 1927, McCarthy es reconocido por sus contribuciones pioneras en el campo de la IA, especialmente por acuñar el término ""inteligencia artificial"" en 1956 durante la Conferencia de Dartmouth, considerada como el punto de partida oficial de la disciplina.  McCarthy es importante para la IA por su papel fundamental en el des",""John McCarthy, Father of Artificial Intelligence, Dies at 84"",1,false,0.855,1,1,1,0,1,0.799,2025-12-03T02:22:44.640Z
